"","ISO3","occurrence","RunNo","PredValue"
"1","ARE",1,"10",0.466636789039179
"2","BRB",0,"10",0.110662229530001
"3","CIV",0,"10",0.308710381808167
"4","CIV",0,"10",0.176418714443713
"5","CMR",0,"10",0.405540239967435
"6","GHA",0,"10",0.33868664852481
"7","GIN",0,"10",0.174519766077664
"8","GNQ",0,"10",0.15130823646668
"9","GRD",0,"10",0.106400348473591
"10","GRD",0,"10",0.110878699886573
"11","GUY",1,"10",0.355444266925165
"12","HND",1,"10",0.815389451560253
"13","IDN",1,"10",0.633626620036516
"14","IDN",1,"10",0.641346532892618
"15","IND",1,"10",0.4916097298623
"16","LCA",0,"10",0.106204809733256
"17","MAR",0,"10",0.24833374938008
"18","MOZ",1,"10",0.600408020280944
"19","MYS",0,"10",0.579388417494447
"20","MYS",0,"10",0.566666493758022
"21","PAK",1,"10",0.2327282540436
"22","PAK",1,"10",0.230226408805649
"23","PNG",1,"10",0.843073005545101
"24","TGO",0,"10",0.116150328846142
"25","VCT",0,"10",0.14877320516896
"26","ARE",1,"12",0.426167014787998
"27","BRB",0,"12",0.101700624904519
"28","CIV",0,"12",0.297986472094864
"29","CIV",0,"12",0.153935996051639
"30","CMR",0,"12",0.447955736007281
"31","GHA",0,"12",0.355761057924423
"32","GIN",0,"12",0.176968365977596
"33","GNQ",0,"12",0.139975673105989
"34","GRD",0,"12",0.0947893498184466
"35","GRD",0,"12",0.0993090685793145
"36","GUY",1,"12",0.343750598963504
"37","HND",1,"12",0.844171608620723
"38","IDN",1,"12",0.64689428472157
"39","IDN",1,"12",0.652260214461881
"40","IND",1,"12",0.508665277531462
"41","LCA",0,"12",0.0971994321844684
"42","MAR",0,"12",0.246726827876665
"43","MOZ",1,"12",0.615576268096795
"44","MYS",0,"12",0.612061229707159
"45","MYS",0,"12",0.59458956673253
"46","PAK",1,"12",0.221780409695903
"47","PAK",1,"12",0.205625621330913
"48","PNG",1,"12",0.857276560927285
"49","TGO",0,"12",0.101011136647868
"50","VCT",0,"12",0.132870488198856
"51","ARE",1,"21",0.418692038600545
"52","BRB",0,"21",0.0706052611040949
"53","CIV",0,"21",0.251561179924007
"54","CIV",0,"21",0.126915568458457
"55","CMR",0,"21",0.38158384540238
"56","GHA",0,"21",0.33010663763991
"57","GIN",0,"21",0.141103409262574
"58","GNQ",0,"21",0.128136767126697
"59","GRD",0,"21",0.0674527006250349
"60","GRD",0,"21",0.070388407377978
"61","GUY",1,"21",0.27884302506867
"62","HND",1,"21",0.864085769089084
"63","IDN",1,"21",0.644394220731967
"64","IDN",1,"21",0.655522211395087
"65","IND",1,"21",0.513052251170365
"66","LCA",0,"21",0.0690271179645981
"67","MAR",0,"21",0.228828910840059
"68","MOZ",1,"21",0.579383681829014
"69","MYS",0,"21",0.626739361319161
"70","MYS",0,"21",0.609451892981611
"71","PAK",1,"21",0.180394232253867
"72","PAK",1,"21",0.173523284331438
"73","PNG",1,"21",0.88850453602606
"74","TGO",0,"21",0.0793381696273858
"75","VCT",0,"21",0.103043479058653
"76","ARE",1,"31",0.339622185155122
"77","BRB",0,"31",0.0423583339004033
"78","CIV",0,"31",0.189786712826697
"79","CIV",0,"31",0.0835706906865644
"80","CMR",0,"31",0.292170900187134
"81","GHA",0,"31",0.261554266715088
"82","GIN",0,"31",0.0923761138869443
"83","GNQ",0,"31",0.0867929244142062
"84","GRD",0,"31",0.0396347151660343
"85","GRD",0,"31",0.0404144124759188
"86","GUY",1,"31",0.226176437576451
"87","HND",1,"31",0.90780906744931
"88","IDN",1,"31",0.602093116844727
"89","IDN",1,"31",0.633105239573971
"90","IND",1,"31",0.550842608718699
"91","LCA",0,"31",0.0395798918619845
"92","MAR",0,"31",0.224914319895053
"93","MOZ",1,"31",0.542830285508393
"94","MYS",0,"31",0.671024654008133
"95","MYS",0,"31",0.662813353095753
"96","PAK",1,"31",0.159621869913153
"97","PAK",1,"31",0.138782257048299
"98","PNG",1,"31",0.933009445582125
"99","TGO",0,"31",0.0466136481146546
"100","VCT",0,"31",0.0606660910311829
"101","ARE",1,"41",0.328441392289629
"102","BRB",0,"41",0.0455304106027168
"103","CIV",0,"41",0.18582267376105
"104","CIV",0,"41",0.0761333407873886
"105","CMR",0,"41",0.317487692956056
"106","GHA",0,"41",0.270892867607875
"107","GIN",0,"41",0.101368450321792
"108","GNQ",0,"41",0.0809443279504848
"109","GRD",0,"41",0.0395753857452735
"110","GRD",0,"41",0.0422674074537003
"111","GUY",1,"41",0.218982014575762
"112","HND",1,"41",0.924514484434184
"113","IDN",1,"41",0.632562916880008
"114","IDN",1,"41",0.646238916423868
"115","IND",1,"41",0.529128110486359
"116","LCA",0,"41",0.0398086665402817
"117","MAR",0,"41",0.263194878628817
"118","MOZ",1,"41",0.518180965701825
"119","MYS",0,"41",0.694767096304125
"120","MYS",0,"41",0.669303567364228
"121","PAK",1,"41",0.154189268054037
"122","PAK",1,"41",0.130819302998706
"123","PNG",1,"41",0.93493875979056
"124","TGO",0,"41",0.0455546405808059
"125","VCT",0,"41",0.0642703118075121
"126","ARE",1,"52",0.31673974076137
"127","BRB",0,"52",0.0407059878067715
"128","CIV",0,"52",0.180956298974148
"129","CIV",0,"52",0.0720587956689658
"130","CMR",0,"52",0.298491306851967
"131","GHA",0,"52",0.253075863878648
"132","GIN",0,"52",0.0812216216757212
"133","GNQ",0,"52",0.0705404941453395
"134","GRD",0,"52",0.036449334327013
"135","GRD",0,"52",0.0380152198271953
"136","GUY",1,"52",0.201997284299144
"137","HND",1,"52",0.926646271188639
"138","IDN",1,"52",0.603099815198256
"139","IDN",1,"52",0.623969059313902
"140","IND",1,"52",0.564653119062637
"141","LCA",0,"52",0.0373311193710175
"142","MAR",0,"52",0.21127759383292
"143","MOZ",1,"52",0.490373797281588
"144","MYS",0,"52",0.679125329307436
"145","MYS",0,"52",0.653586961093941
"146","PAK",1,"52",0.144445985415278
"147","PAK",1,"52",0.122469832936854
"148","PNG",1,"52",0.940007443359269
"149","TGO",0,"52",0.0482717423124183
"150","VCT",0,"52",0.0555037858536882
"151","ARE",1,"64",0.329970596746854
"152","BRB",0,"64",0.0356864188390355
"153","CIV",0,"64",0.150869731308941
"154","CIV",0,"64",0.0660095408107934
"155","CMR",0,"64",0.282102864486536
"156","GHA",0,"64",0.220931805540282
"157","GIN",0,"64",0.0816431228859464
"158","GNQ",0,"64",0.0665309656506158
"159","GRD",0,"64",0.0317089753141518
"160","GRD",0,"64",0.0328800946415142
"161","GUY",1,"64",0.171055021236054
"162","HND",1,"64",0.930050718154719
"163","IDN",1,"64",0.613580399500648
"164","IDN",1,"64",0.648692264476434
"165","IND",1,"64",0.572522242596909
"166","LCA",0,"64",0.0322601830580751
"167","MAR",0,"64",0.233936831959252
"168","MOZ",1,"64",0.494962405793216
"169","MYS",0,"64",0.681668377589476
"170","MYS",0,"64",0.67485951060586
"171","PAK",1,"64",0.147353448856349
"172","PAK",1,"64",0.129475698998615
"173","PNG",1,"64",0.947338782857654
"174","TGO",0,"64",0.0399559736710989
"175","VCT",0,"64",0.0536123543781061
"176","ARE",1,"75",0.390090685000863
"177","BRB",0,"75",0.049164548118399
"178","CIV",0,"75",0.192076683242378
"179","CIV",0,"75",0.0932051074411452
"180","CMR",0,"75",0.317374608446879
"181","GHA",0,"75",0.284510388506524
"182","GIN",0,"75",0.110418736221805
"183","GNQ",0,"75",0.0884679280977894
"184","GRD",0,"75",0.0410049842184863
"185","GRD",0,"75",0.0442620370238829
"186","GUY",1,"75",0.256611247041658
"187","HND",1,"75",0.899304696601258
"188","IDN",1,"75",0.63454416301248
"189","IDN",1,"75",0.657632344280675
"190","IND",1,"75",0.540466147164438
"191","LCA",0,"75",0.0441526741209788
"192","MAR",0,"75",0.242043859188499
"193","MOZ",1,"75",0.544175514736639
"194","MYS",0,"75",0.677057528195855
"195","MYS",0,"75",0.648510175590002
"196","PAK",1,"75",0.167933241948828
"197","PAK",1,"75",0.163359301049827
"198","PNG",1,"75",0.928936791025662
"199","TGO",0,"75",0.0550579896168431
"200","VCT",0,"75",0.0674968630510807
"201","ARE",1,"86",0.315874789311281
"202","BRB",0,"86",0.0382525765084343
"203","CIV",0,"86",0.146842741635301
"204","CIV",0,"86",0.0631489366119009
"205","CMR",0,"86",0.296695167374958
"206","GHA",0,"86",0.248168473093555
"207","GIN",0,"86",0.0772585628678876
"208","GNQ",0,"86",0.0745624861949475
"209","GRD",0,"86",0.0356467729007812
"210","GRD",0,"86",0.0375516781651534
"211","GUY",1,"86",0.209422607527729
"212","HND",1,"86",0.931217227660902
"213","IDN",1,"86",0.641253284858669
"214","IDN",1,"86",0.674918721588835
"215","IND",1,"86",0.568278121313355
"216","LCA",0,"86",0.036429484645835
"217","MAR",0,"86",0.224001124630577
"218","MOZ",1,"86",0.509617797914427
"219","MYS",0,"86",0.684375518253259
"220","MYS",0,"86",0.651292011353096
"221","PAK",1,"86",0.136709868722512
"222","PAK",1,"86",0.125313487230304
"223","PNG",1,"86",0.942984773993406
"224","TGO",0,"86",0.0379274760386786
"225","VCT",0,"86",0.0576787091894125
"226","ARE",1,"96",0.406585114100488
"227","BRB",0,"96",0.0660617220482993
"228","CIV",0,"96",0.242737961213758
"229","CIV",0,"96",0.116703378573141
"230","CMR",0,"96",0.363047550211683
"231","GHA",0,"96",0.279119059686743
"232","GIN",0,"96",0.13076247266131
"233","GNQ",0,"96",0.110531193822744
"234","GRD",0,"96",0.0534387838148501
"235","GRD",0,"96",0.0584547753445323
"236","GUY",1,"96",0.242920808928634
"237","HND",1,"96",0.87701176389586
"238","IDN",1,"96",0.623031920034267
"239","IDN",1,"96",0.647030788838122
"240","IND",1,"96",0.517542487265726
"241","LCA",0,"96",0.0568684392318862
"242","MAR",0,"96",0.249754441674835
"243","MOZ",1,"96",0.59916907934915
"244","MYS",0,"96",0.601540440616531
"245","MYS",0,"96",0.567205119430563
"246","PAK",1,"96",0.175099408490129
"247","PAK",1,"96",0.16625029392259
"248","PNG",1,"96",0.897317650847376
"249","TGO",0,"96",0.0671791541480864
"250","VCT",0,"96",0.0844845510448593
"251","ARE",1,"105",0.42068782128293
"252","BRB",0,"105",0.0733515748800961
"253","CIV",0,"105",0.275762510035744
"254","CIV",0,"105",0.127574237984732
"255","CMR",0,"105",0.379484002600467
"256","GHA",0,"105",0.323620503704078
"257","GIN",0,"105",0.151316082184933
"258","GNQ",0,"105",0.123471996842844
"259","GRD",0,"105",0.0647266354927987
"260","GRD",0,"105",0.0676415992211817
"261","GUY",1,"105",0.280801097516973
"262","HND",1,"105",0.874575293883029
"263","IDN",1,"105",0.663103427034839
"264","IDN",1,"105",0.673487265392858
"265","IND",1,"105",0.520900191616311
"266","LCA",0,"105",0.0669196390998808
"267","MAR",0,"105",0.22984325808762
"268","MOZ",1,"105",0.601455697908629
"269","MYS",0,"105",0.623556876608382
"270","MYS",0,"105",0.608096066283388
"271","PAK",1,"105",0.185376672476585
"272","PAK",1,"105",0.168424707641879
"273","PNG",1,"105",0.889222659232553
"274","TGO",0,"105",0.0793505250346608
"275","VCT",0,"105",0.0993435269386417
