"","ISO3","Prediction","RunNo"
"1","BHS",0.776548444466184,"8"
"2","CUB",0.93390580999428,"8"
"3","DOM",0.29326705842938,"8"
"4","HTI",0.193935198202075,"8"
"5","JAM",0.0372925833621054,"8"
"6","MEX",0.850579661727812,"8"
"7","BRN",0.0404504123868945,"8"
"8","CHN",0.142740041696067,"8"
"9","KEN",0.438690815122564,"8"
"10","MMR",0.576303026711072,"8"
"11","LKA",0.876863946323209,"8"
"12","TWN",0.123553387224711,"8"
"13","TZA",0.908100220169649,"8"
"14","TLS",0.133634735388197,"8"
"15","VNM",0.323697237943298,"8"
"16","SLV",0.116062776762824,"8"
"17","KHM",0.110598555997332,"8"
"18","CHN",0.142603121100651,"8"
"19","JPN",0.139426779317208,"8"
"20","KOR",0.241842855036334,"8"
"21","OMN",0.138015148501345,"8"
"22","SGP",0.0870025466427887,"8"
"23","SOM",0.736698491811511,"8"
"24","TWN",0.116284735986869,"8"
"25","THA",0.171748474990346,"8"
"26","TLS",0.145424535736562,"8"
"27","YEM",0.656634069952944,"8"
"28","BGD",0.753842483194092,"8"
"29","BRN",0.124724972344277,"8"
"30","KHM",0.167208218274866,"8"
"31","CHN",0.160139228859675,"8"
"32","DJI",0.130738861209331,"8"
"33","EGY",0.227959102609649,"8"
"34","IND",0.595760245971409,"8"
"35","IRN",0.353576653184918,"8"
"36","IRQ",0.185334942581161,"8"
"37","KWT",0.734154843690811,"8"
"38","MDG",0.89218444842447,"8"
"39","MMR",0.683034576466901,"8"
"40","SGP",0.104486911009905,"8"
"41","SOM",0.749156658725501,"8"
"42","LKA",0.857131601090993,"8"
"43","TWN",0.118293795085858,"8"
"44","TZA",0.893942372260504,"8"
"45","TLS",0.778214254293215,"8"
"46","VNM",0.343212623966216,"8"
"47","YEM",0.674585475880377,"8"
"48","SLB",0.767491653377559,"8"
"49","BRA",0.862639841681718,"8"
"50","COL",0.898525515727615,"8"
"51","CRI",0.675199896818552,"8"
"52","DOM",0.296632688502546,"8"
"53","GUF",0.71070485694615,"8"
"54","GIN",0.101379172419795,"8"
"55","GUY",0.218360803313306,"8"
"56","HTI",0.174620339485411,"8"
"57","PAN",0.874759992507486,"8"
"58","SUR",0.79274835266967,"8"
"59","VEN",0.36860329815481,"8"
"60","BHS",0.711785263096227,"20"
"61","CUB",0.879062843642852,"20"
"62","DOM",0.313276266445144,"20"
"63","HTI",0.214992174690985,"20"
"64","JAM",0.0693643454107175,"20"
"65","MEX",0.777053651807113,"20"
"66","BRN",0.0847815487243018,"20"
"67","CHN",0.186314950558898,"20"
"68","KEN",0.413063032363038,"20"
"69","MMR",0.498879838447007,"20"
"70","LKA",0.787450918865733,"20"
"71","TWN",0.167925255982548,"20"
"72","TZA",0.866403348545256,"20"
"73","TLS",0.169104230096786,"20"
"74","VNM",0.341618205818023,"20"
"75","SLV",0.173138985507341,"20"
"76","KHM",0.126628179093377,"20"
"77","CHN",0.18583589690195,"20"
"78","JPN",0.186256655268088,"20"
"79","KOR",0.28117637771003,"20"
"80","OMN",0.155248353474279,"20"
"81","SGP",0.15055123878529,"20"
"82","SOM",0.680740022234758,"20"
"83","TWN",0.160945553997064,"20"
"84","THA",0.213682698121657,"20"
"85","TLS",0.183949325144171,"20"
"86","YEM",0.586529436753026,"20"
"87","BGD",0.664253174564253,"20"
"88","BRN",0.221343571593703,"20"
"89","KHM",0.164424187677893,"20"
"90","CHN",0.20196468297819,"20"
"91","DJI",0.163230601857458,"20"
"92","EGY",0.315631265182008,"20"
"93","IND",0.556106277545823,"20"
"94","IRN",0.368404624943384,"20"
"95","IRQ",0.209076646354012,"20"
"96","KWT",0.643204998310803,"20"
"97","MDG",0.83844938814723,"20"
"98","MMR",0.606268873210454,"20"
"99","SGP",0.171152227632665,"20"
"100","SOM",0.690459503349341,"20"
"101","LKA",0.774996209922026,"20"
"102","TWN",0.161612785781096,"20"
"103","TZA",0.855261820975901,"20"
"104","TLS",0.719427570733635,"20"
"105","VNM",0.356597266804646,"20"
"106","YEM",0.59776054375301,"20"
"107","SLB",0.746744233307556,"20"
"108","BRA",0.786497585150385,"20"
"109","COL",0.851457135459269,"20"
"110","CRI",0.530177996399721,"20"
"111","DOM",0.319821899783264,"20"
"112","GUF",0.66367534145074,"20"
"113","GIN",0.178051982816347,"20"
"114","GUY",0.26365518454221,"20"
"115","HTI",0.200942801148145,"20"
"116","PAN",0.807896870419622,"20"
"117","SUR",0.698367199820333,"20"
"118","VEN",0.333387399764754,"20"
"119","BHS",0.727587914226235,"30"
"120","CUB",0.884219781995741,"30"
"121","DOM",0.335945698763551,"30"
"122","HTI",0.205749919052518,"30"
"123","JAM",0.061170934632897,"30"
"124","MEX",0.792240302553732,"30"
"125","BRN",0.0781499136950282,"30"
"126","CHN",0.192015196118979,"30"
"127","KEN",0.402272367507497,"30"
"128","MMR",0.512273037692662,"30"
"129","LKA",0.79648141654029,"30"
"130","TWN",0.159341538729835,"30"
"131","TZA",0.883857358696248,"30"
"132","TLS",0.161980945084453,"30"
"133","VNM",0.335206015721434,"30"
"134","SLV",0.172096027522079,"30"
"135","KHM",0.124565660424508,"30"
"136","CHN",0.193679083811041,"30"
"137","JPN",0.192173723403246,"30"
"138","KOR",0.292306320821939,"30"
"139","OMN",0.162363094341091,"30"
"140","SGP",0.144568120521428,"30"
"141","SOM",0.688020097968057,"30"
"142","TWN",0.154360117237153,"30"
"143","THA",0.213772645714943,"30"
"144","TLS",0.177189288981787,"30"
"145","YEM",0.626919189232219,"30"
"146","BGD",0.670712503554377,"30"
"147","BRN",0.210554978804632,"30"
"148","KHM",0.164608666322315,"30"
"149","CHN",0.205305291561121,"30"
"150","DJI",0.15157583894947,"30"
"151","EGY",0.278955964163331,"30"
"152","IND",0.552825042145295,"30"
"153","IRN",0.376636589021814,"30"
"154","IRQ",0.178674607732984,"30"
"155","KWT",0.640232969580891,"30"
"156","MDG",0.854982120783528,"30"
"157","MMR",0.608829338508839,"30"
"158","SGP",0.157964286738102,"30"
"159","SOM",0.683715712526495,"30"
"160","LKA",0.784390169857925,"30"
"161","TWN",0.150949491851729,"30"
"162","TZA",0.873522012781119,"30"
"163","TLS",0.723761777470854,"30"
"164","VNM",0.347204053101288,"30"
"165","YEM",0.619029381801731,"30"
"166","SLB",0.744864133914566,"30"
"167","BRA",0.812495806722769,"30"
"168","COL",0.8550513640744,"30"
"169","CRI",0.533653391392457,"30"
"170","DOM",0.347351243755093,"30"
"171","GUF",0.691330170561711,"30"
"172","GIN",0.160380174453421,"30"
"173","GUY",0.282136590184999,"30"
"174","HTI",0.19523079609249,"30"
"175","PAN",0.824460726908746,"30"
"176","SUR",0.717199447293801,"30"
"177","VEN",0.381762001391674,"30"
"178","BHS",0.71332217965764,"36"
"179","CUB",0.85680322444428,"36"
"180","DOM",0.301370623007707,"36"
"181","HTI",0.217270789134876,"36"
"182","JAM",0.0913665634640995,"36"
"183","MEX",0.756034477338121,"36"
"184","BRN",0.1004709948659,"36"
"185","CHN",0.228603370251258,"36"
"186","KEN",0.371263061464548,"36"
"187","MMR",0.53013217930202,"36"
"188","LKA",0.71789515535703,"36"
"189","TWN",0.19061894042723,"36"
"190","TZA",0.835355482621633,"36"
"191","TLS",0.1824715522567,"36"
"192","VNM",0.340006016894455,"36"
"193","SLV",0.205062729539812,"36"
"194","KHM",0.156349881005323,"36"
"195","CHN",0.229284676649052,"36"
"196","JPN",0.254742946189921,"36"
"197","KOR",0.330409083729117,"36"
"198","OMN",0.173486951719798,"36"
"199","SGP",0.170583356250247,"36"
"200","SOM",0.642776961895495,"36"
"201","TWN",0.189490722058421,"36"
"202","THA",0.254003283514277,"36"
"203","TLS",0.192840094145391,"36"
"204","YEM",0.548824761748782,"36"
"205","BGD",0.636472931367719,"36"
"206","BRN",0.216327388743812,"36"
"207","KHM",0.187138311966068,"36"
"208","CHN",0.235266597177867,"36"
"209","DJI",0.176251758351227,"36"
"210","EGY",0.356802498290574,"36"
"211","IND",0.513424572791673,"36"
"212","IRN",0.3760346222801,"36"
"213","IRQ",0.202178984975605,"36"
"214","KWT",0.587221150122659,"36"
"215","MDG",0.813877052206854,"36"
"216","MMR",0.58491652538686,"36"
"217","SGP",0.174501235175079,"36"
"218","SOM",0.640938058968759,"36"
"219","LKA",0.703450939476153,"36"
"220","TWN",0.186749869066659,"36"
"221","TZA",0.827541916393123,"36"
"222","TLS",0.663160470456106,"36"
"223","VNM",0.347509308542291,"36"
"224","YEM",0.546587265788539,"36"
"225","SLB",0.722300863667647,"36"
"226","BRA",0.754987209059721,"36"
"227","COL",0.827025841012182,"36"
"228","CRI",0.464543177932134,"36"
"229","DOM",0.302275215982542,"36"
"230","GUF",0.680954371576482,"36"
"231","GIN",0.214523094826926,"36"
"232","GUY",0.349717238423452,"36"
"233","HTI",0.207713152173638,"36"
"234","PAN",0.767208638772739,"36"
"235","SUR",0.704596810334261,"36"
"236","VEN",0.372412236204075,"36"
"237","BHS",0.723143065898027,"45"
"238","CUB",0.871613194760733,"45"
"239","DOM",0.336423739828421,"45"
"240","HTI",0.226030868823827,"45"
"241","JAM",0.0716969976398124,"45"
"242","MEX",0.760693629262475,"45"
"243","BRN",0.0862592023674279,"45"
"244","CHN",0.217392812530372,"45"
"245","KEN",0.377622958851,"45"
"246","MMR",0.502245637587934,"45"
"247","LKA",0.72881418541026,"45"
"248","TWN",0.172228816054233,"45"
"249","TZA",0.844546533790034,"45"
"250","TLS",0.176168926599813,"45"
"251","VNM",0.333199515000655,"45"
"252","SLV",0.193020904809109,"45"
"253","KHM",0.139913223207645,"45"
"254","CHN",0.218628082736267,"45"
"255","JPN",0.228631151949271,"45"
"256","KOR",0.30040254374653,"45"
"257","OMN",0.148911526758388,"45"
"258","SGP",0.171103475040428,"45"
"259","SOM",0.659259494898103,"45"
"260","TWN",0.169851993658085,"45"
"261","THA",0.242141324799203,"45"
"262","TLS",0.187442116335319,"45"
"263","YEM",0.567854622688903,"45"
"264","BGD",0.623752447166518,"45"
"265","BRN",0.204745667128413,"45"
"266","KHM",0.177188541412775,"45"
"267","CHN",0.228656671557711,"45"
"268","DJI",0.156621490193298,"45"
"269","EGY",0.3297305706626,"45"
"270","IND",0.527812238310369,"45"
"271","IRN",0.375227215284057,"45"
"272","IRQ",0.178523339353039,"45"
"273","KWT",0.578138737843205,"45"
"274","MDG",0.833277575200826,"45"
"275","MMR",0.582183561544285,"45"
"276","SGP",0.181610938454293,"45"
"277","SOM",0.663458468997205,"45"
"278","LKA",0.71343911243264,"45"
"279","TWN",0.167708262948893,"45"
"280","TZA",0.829302535099104,"45"
"281","TLS",0.684884257113899,"45"
"282","VNM",0.335715437237568,"45"
"283","YEM",0.565678174320765,"45"
"284","SLB",0.738817075774878,"45"
"285","BRA",0.778872606840237,"45"
"286","COL",0.84383591449696,"45"
"287","CRI",0.52288667409181,"45"
"288","DOM",0.351628293141307,"45"
"289","GUF",0.665651646676247,"45"
"290","GIN",0.211131183268494,"45"
"291","GUY",0.320399514669402,"45"
"292","HTI",0.221577288338542,"45"
"293","PAN",0.790083544843026,"45"
"294","SUR",0.699574509118624,"45"
"295","VEN",0.36620709309155,"45"
