"","var","rel.inf","run"
"logShelfAreaShallow","logShelfAreaShallow",26.1956904927738,7
"logMang","logMang",15.6128410973204,7
"logtotalGearTonnes","logtotalGearTonnes",15.3633170959713,7
"logProteinDiet","logProteinDiet",9.10463490787273,7
"WGI","WGI",7.1405818168152,7
"logGDP","logGDP",5.17012558398037,7
"logCoastPop","logCoastPop",4.3152199402702,7
"logChondCatch","logChondCatch",4.2264714018212,7
"logEstDis","logEstDis",3.17261439955617,7
"HDI","HDI",3.03840972654007,7
"logFishEffort","logFishEffort",2.29040538880869,7
"logPprodMean","logPprodMean",1.90783624275818,7
"SstMean","SstMean",1.44151546708718,7
"speciessmall","speciessmall",0.635653336071328,7
"speciesgreen","speciesgreen",0.240255324175154,7
"specieslarge","specieslarge",0.144427778178017,7
"speciesdwarf","speciesdwarf",0,7
"speciesnarrow","speciesnarrow",0,7
"logShelfAreaShallow1","logShelfAreaShallow",25.0342652108803,11
"logMang1","logMang",15.6423781343068,11
"logtotalGearTonnes1","logtotalGearTonnes",14.9858225838128,11
"logProteinDiet1","logProteinDiet",9.258766050021,11
"WGI1","WGI",7.07716941276233,11
"logGDP1","logGDP",5.65973870563944,11
"logChondCatch1","logChondCatch",4.60236075856581,11
"logCoastPop1","logCoastPop",4.4096329551508,11
"HDI1","HDI",3.48659542290166,11
"logEstDis1","logEstDis",3.33407120069523,11
"logPprodMean1","logPprodMean",1.80927645497855,11
"logFishEffort1","logFishEffort",1.77932391870884,11
"SstMean1","SstMean",1.60784282411777,11
"speciessmall1","speciessmall",0.51495406183904,11
"speciesgreen1","speciesgreen",0.461162038719281,11
"specieslarge1","specieslarge",0.336640266900287,11
"speciesdwarf1","speciesdwarf",0,11
"speciesnarrow1","speciesnarrow",0,11
"logShelfAreaShallow2","logShelfAreaShallow",24.110800519124,22
"logMang2","logMang",15.0055851224715,22
"logtotalGearTonnes2","logtotalGearTonnes",14.1935772241026,22
"logProteinDiet2","logProteinDiet",10.2487950660612,22
"WGI2","WGI",6.83931955178149,22
"logGDP2","logGDP",5.82980227939886,22
"logChondCatch2","logChondCatch",4.6364991877993,22
"logCoastPop2","logCoastPop",4.48499843452944,22
"logEstDis2","logEstDis",4.09043503962116,22
"HDI2","HDI",3.98328524977188,22
"logFishEffort2","logFishEffort",2.46465586179509,22
"logPprodMean2","logPprodMean",2.00327904163008,22
"SstMean2","SstMean",1.00509635688788,22
"speciesgreen2","speciesgreen",0.47615753253285,22
"speciessmall2","speciessmall",0.408653885185034,22
"specieslarge2","specieslarge",0.219059647307684,22
"speciesdwarf2","speciesdwarf",0,22
"speciesnarrow2","speciesnarrow",0,22
"logShelfAreaShallow3","logShelfAreaShallow",25.4159758570786,34
"logMang3","logMang",15.6113276972244,34
"logtotalGearTonnes3","logtotalGearTonnes",14.8970630062404,34
"logProteinDiet3","logProteinDiet",9.61849271824572,34
"WGI3","WGI",7.26008168417395,34
"logGDP3","logGDP",5.25745271157756,34
"logChondCatch3","logChondCatch",4.77052977775747,34
"logCoastPop3","logCoastPop",3.86318766439013,34
"HDI3","HDI",3.59333409160362,34
"logEstDis3","logEstDis",2.99954497171495,34
"logFishEffort3","logFishEffort",2.07985963396371,34
"logPprodMean3","logPprodMean",1.90352697264808,34
"SstMean3","SstMean",1.50565715204254,34
"speciessmall3","speciessmall",0.840195469151076,34
"speciesgreen3","speciesgreen",0.208821680567274,34
"specieslarge3","specieslarge",0.174948911620511,34
"speciesdwarf3","speciesdwarf",0,34
"speciesnarrow3","speciesnarrow",0,34
"logShelfAreaShallow4","logShelfAreaShallow",26.1469725085435,43
"logtotalGearTonnes4","logtotalGearTonnes",15.518850901723,43
"logMang4","logMang",14.0743351395877,43
"logProteinDiet4","logProteinDiet",8.88311273858995,43
"WGI4","WGI",7.25337680635225,43
"logGDP4","logGDP",5.86877330848661,43
"logCoastPop4","logCoastPop",5.47957739627059,43
"logChondCatch4","logChondCatch",4.71651532273465,43
"HDI4","HDI",3.50859107800582,43
"logEstDis4","logEstDis",2.46569025430023,43
"logFishEffort4","logFishEffort",2.10821149792816,43
"logPprodMean4","logPprodMean",1.47972720178613,43
"SstMean4","SstMean",1.46122135889097,43
"speciessmall4","speciessmall",0.604335232087833,43
"speciesgreen4","speciesgreen",0.345748803201671,43
"specieslarge4","specieslarge",0.0849604515109546,43
"speciesdwarf4","speciesdwarf",0,43
"speciesnarrow4","speciesnarrow",0,43
"logShelfAreaShallow5","logShelfAreaShallow",26.7996026558116,53
"logMang5","logMang",16.4782136523956,53
"logtotalGearTonnes5","logtotalGearTonnes",15.5616663356788,53
"logProteinDiet5","logProteinDiet",10.4195384671676,53
"WGI5","WGI",7.4815166618382,53
"logCoastPop5","logCoastPop",4.51231338737588,53
"logGDP5","logGDP",3.62368602795887,53
"logChondCatch5","logChondCatch",3.59618174604638,53
"HDI5","HDI",3.46681767320346,53
"logEstDis5","logEstDis",3.01239740623889,53
"logFishEffort5","logFishEffort",1.7815243246837,53
"logPprodMean5","logPprodMean",1.38007032662891,53
"SstMean5","SstMean",0.885573552905723,53
"speciessmall5","speciessmall",0.566997254842973,53
"speciesgreen5","speciesgreen",0.33153094142294,53
"specieslarge5","specieslarge",0.102369585800397,53
"speciesdwarf5","speciesdwarf",0,53
"speciesnarrow5","speciesnarrow",0,53
"logShelfAreaShallow6","logShelfAreaShallow",25.3541963897102,61
"logtotalGearTonnes6","logtotalGearTonnes",15.6543543915761,61
"logMang6","logMang",14.7031573106395,61
"logProteinDiet6","logProteinDiet",9.12842881958053,61
"WGI6","WGI",7.18623836117647,61
"logGDP6","logGDP",5.32183341630545,61
"logCoastPop6","logCoastPop",4.86466876722705,61
"logChondCatch6","logChondCatch",4.28875292809636,61
"HDI6","HDI",3.4040205934958,61
"logEstDis6","logEstDis",3.22079869061004,61
"logPprodMean6","logPprodMean",2.26461028048882,61
"logFishEffort6","logFishEffort",1.96855147282933,61
"SstMean6","SstMean",1.52944119867722,61
"speciessmall6","speciessmall",0.548815792457001,61
"speciesgreen6","speciesgreen",0.297458156724995,61
"specieslarge6","specieslarge",0.264673430405189,61
"speciesdwarf6","speciesdwarf",0,61
"speciesnarrow6","speciesnarrow",0,61
"logShelfAreaShallow7","logShelfAreaShallow",25.4601292199723,71
"logMang7","logMang",15.4117046357287,71
"logtotalGearTonnes7","logtotalGearTonnes",14.2466848568419,71
"logProteinDiet7","logProteinDiet",10.3514080484661,71
"WGI7","WGI",7.4645244298133,71
"logGDP7","logGDP",4.9576517555528,71
"logCoastPop7","logCoastPop",4.61022228724843,71
"logChondCatch7","logChondCatch",4.37801413589056,71
"logEstDis7","logEstDis",3.38923854568442,71
"HDI7","HDI",3.25711528227746,71
"logFishEffort7","logFishEffort",1.93684325335202,71
"logPprodMean7","logPprodMean",1.72322831478685,71
"SstMean7","SstMean",1.52855858072794,71
"speciessmall7","speciessmall",0.64454876434183,71
"speciesgreen7","speciesgreen",0.374185813297298,71
"specieslarge7","specieslarge",0.26594207601814,71
"speciesdwarf7","speciesdwarf",0,71
"speciesnarrow7","speciesnarrow",0,71
"logShelfAreaShallow8","logShelfAreaShallow",24.6769072662691,81
"logMang8","logMang",14.0656112374068,81
"logtotalGearTonnes8","logtotalGearTonnes",13.2703254346486,81
"logProteinDiet8","logProteinDiet",9.57127219526087,81
"WGI8","WGI",7.47101164093826,81
"logGDP8","logGDP",6.13618726852598,81
"logChondCatch8","logChondCatch",5.45498067261206,81
"logCoastPop8","logCoastPop",5.36925517830635,81
"HDI8","HDI",4.09442493060947,81
"logEstDis8","logEstDis",2.58415336515189,81
"logFishEffort8","logFishEffort",2.35769726079624,81
"logPprodMean8","logPprodMean",2.22118069195416,81
"SstMean8","SstMean",1.52128081965225,81
"speciessmall8","speciessmall",0.605721314388051,81
"speciesgreen8","speciesgreen",0.43388452693751,81
"specieslarge8","specieslarge",0.166106196542464,81
"speciesdwarf8","speciesdwarf",0,81
"speciesnarrow8","speciesnarrow",0,81
"logShelfAreaShallow9","logShelfAreaShallow",25.2882864581901,91
"logtotalGearTonnes9","logtotalGearTonnes",13.9803573092695,91
"logMang9","logMang",13.8200320998032,91
"logProteinDiet9","logProteinDiet",8.51211931621819,91
